tree,SPR_dist,order,dist_type,dist_value
16,70,10,HOP,79
16,75,10,HOP,81
16,80,10,HOP,84
16,85,10,HOP,91
16,90,10,HOP,89
16,95,10,HOP,91
16,100,10,HOP,91
17,5,1,RF,62
17,10,1,RF,86
17,15,1,RF,116
17,20,1,RF,120
17,25,1,RF,132
17,30,1,RF,146
17,35,1,RF,150
17,40,1,RF,158
17,45,1,RF,160
17,50,1,RF,164
17,55,1,RF,164
17,60,1,RF,166
17,65,1,RF,170
17,70,1,RF,174
17,75,1,RF,174
17,80,1,RF,174
17,85,1,RF,176
17,90,1,RF,178
17,95,1,RF,180
17,100,1,RF,182
17,5,1,HOP,13
17,10,1,HOP,24
17,15,1,HOP,33
17,20,1,HOP,38
17,25,1,HOP,48
17,30,1,HOP,51
17,35,1,HOP,56
17,40,1,HOP,60
17,45,1,HOP,61
17,50,1,HOP,68
17,55,1,HOP,67
17,60,1,HOP,68
17,65,1,HOP,76
17,70,1,HOP,79
17,75,1,HOP,79
17,80,1,HOP,79
17,85,1,HOP,81
17,90,1,HOP,82
17,95,1,HOP,85
17,100,1,HOP,85
17,5,2,HOP,16
17,10,2,HOP,21
17,15,2,HOP,30
17,20,2,HOP,35
17,25,2,HOP,45
17,30,2,HOP,49
17,35,2,HOP,55
17,40,2,HOP,62
17,45,2,HOP,66
17,50,2,HOP,73
17,55,2,HOP,73
17,60,2,HOP,73
17,65,2,HOP,76
17,70,2,HOP,77
17,75,2,HOP,74
17,80,2,HOP,73
17,85,2,HOP,74
17,90,2,HOP,77
17,95,2,HOP,78
17,100,2,HOP,84
17,5,3,HOP,14
17,10,3,HOP,25
17,15,3,HOP,31
17,20,3,HOP,36
17,25,3,HOP,43
17,30,3,HOP,44
17,35,3,HOP,52
17,40,3,HOP,54
17,45,3,HOP,59
17,50,3,HOP,67
17,55,3,HOP,67
17,60,3,HOP,67
17,65,3,HOP,70
17,70,3,HOP,70
17,75,3,HOP,74
17,80,3,HOP,77
17,85,3,HOP,78
17,90,3,HOP,81
17,95,3,HOP,82
17,100,3,HOP,85
17,5,4,HOP,11
17,10,4,HOP,26
17,15,4,HOP,35
17,20,4,HOP,37
17,25,4,HOP,43
17,30,4,HOP,53
17,35,4,HOP,60
17,40,4,HOP,64
17,45,4,HOP,70
17,50,4,HOP,71
17,55,4,HOP,70
17,60,4,HOP,71
17,65,4,HOP,76
17,70,4,HOP,78
17,75,4,HOP,78
17,80,4,HOP,79
17,85,4,HOP,79
17,90,4,HOP,80
17,95,4,HOP,82
17,100,4,HOP,84
17,5,5,HOP,19
17,10,5,HOP,30
17,15,5,HOP,44
17,20,5,HOP,49
17,25,5,HOP,58
17,30,5,HOP,66
17,35,5,HOP,68
17,40,5,HOP,71
17,45,5,HOP,72
17,50,5,HOP,75
17,55,5,HOP,77
17,60,5,HOP,76
17,65,5,HOP,79
17,70,5,HOP,80
17,75,5,HOP,77
17,80,5,HOP,77
17,85,5,HOP,78
17,90,5,HOP,81
17,95,5,HOP,84
17,100,5,HOP,86
17,5,6,HOP,18
17,10,6,HOP,26
17,15,6,HOP,37
17,20,6,HOP,42
17,25,6,HOP,55
17,30,6,HOP,57
17,35,6,HOP,59
17,40,6,HOP,63
17,45,6,HOP,66
17,50,6,HOP,67
17,55,6,HOP,71
17,60,6,HOP,72
17,65,6,HOP,75
17,70,6,HOP,77
17,75,6,HOP,73
17,80,6,HOP,80
17,85,6,HOP,81
17,90,6,HOP,83
17,95,6,HOP,83
17,100,6,HOP,86
17,5,7,HOP,17
17,10,7,HOP,28
17,15,7,HOP,35
17,20,7,HOP,40
17,25,7,HOP,44
17,30,7,HOP,53
17,35,7,HOP,56
17,40,7,HOP,61
17,45,7,HOP,64
17,50,7,HOP,67
17,55,7,HOP,68
17,60,7,HOP,68
17,65,7,HOP,71
17,70,7,HOP,77
17,75,7,HOP,81
17,80,7,HOP,81
17,85,7,HOP,83
17,90,7,HOP,81
17,95,7,HOP,82
17,100,7,HOP,86
17,5,8,HOP,9
17,10,8,HOP,28
17,15,8,HOP,38
17,20,8,HOP,41
17,25,8,HOP,52
17,30,8,HOP,60
17,35,8,HOP,62
17,40,8,HOP,67
17,45,8,HOP,71
17,50,8,HOP,76
17,55,8,HOP,78
17,60,8,HOP,79
17,65,8,HOP,82
17,70,8,HOP,83
17,75,8,HOP,82
17,80,8,HOP,82
17,85,8,HOP,83
17,90,8,HOP,84
17,95,8,HOP,85
17,100,8,HOP,86
17,5,9,HOP,14
17,10,9,HOP,26
17,15,9,HOP,47
17,20,9,HOP,49
17,25,9,HOP,55
17,30,9,HOP,60
17,35,9,HOP,64
17,40,9,HOP,67
17,45,9,HOP,67
17,50,9,HOP,73
17,55,9,HOP,77
17,60,9,HOP,78
17,65,9,HOP,81
17,70,9,HOP,82
17,75,9,HOP,80
17,80,9,HOP,84
17,85,9,HOP,85
17,90,9,HOP,86
17,95,9,HOP,86
17,100,9,HOP,86
17,5,10,HOP,14
17,10,10,HOP,27
17,15,10,HOP,33
17,20,10,HOP,38
17,25,10,HOP,41
17,30,10,HOP,46
17,35,10,HOP,49
17,40,10,HOP,59
17,45,10,HOP,65
17,50,10,HOP,67
17,55,10,HOP,67
17,60,10,HOP,68
17,65,10,HOP,70
17,70,10,HOP,71
17,75,10,HOP,75
17,80,10,HOP,77
17,85,10,HOP,78
17,90,10,HOP,82
17,95,10,HOP,85
17,100,10,HOP,87
18,5,1,RF,66
18,10,1,RF,94
18,15,1,RF,114
18,20,1,RF,136
18,25,1,RF,144
18,30,1,RF,148
18,35,1,RF,160
18,40,1,RF,166
18,45,1,RF,168
18,50,1,RF,170
18,55,1,RF,172
18,60,1,RF,176
18,65,1,RF,180
18,70,1,RF,184
18,75,1,RF,184
18,80,1,RF,184
18,85,1,RF,188
18,90,1,RF,190
18,95,1,RF,190
18,100,1,RF,188
18,5,1,HOP,11
18,10,1,HOP,17
18,15,1,HOP,29
18,20,1,HOP,43
18,25,1,HOP,57
18,30,1,HOP,63
18,35,1,HOP,70
18,40,1,HOP,71
18,45,1,HOP,72
18,50,1,HOP,74
18,55,1,HOP,78
18,60,1,HOP,81
18,65,1,HOP,84
18,70,1,HOP,86
18,75,1,HOP,86
18,80,1,HOP,84
18,85,1,HOP,86
18,90,1,HOP,87
18,95,1,HOP,88
18,100,1,HOP,89
18,5,2,HOP,11
18,10,2,HOP,21
18,15,2,HOP,42
18,20,2,HOP,56
18,25,2,HOP,63
18,30,2,HOP,68
18,35,2,HOP,72
18,40,2,HOP,76
18,45,2,HOP,79
18,50,2,HOP,82
18,55,2,HOP,83
18,60,2,HOP,85
18,65,2,HOP,88
18,70,2,HOP,90
18,75,2,HOP,90
18,80,2,HOP,90
18,85,2,HOP,92
18,90,2,HOP,91
18,95,2,HOP,92
18,100,2,HOP,90
18,5,3,HOP,6
18,10,3,HOP,19
18,15,3,HOP,31
18,20,3,HOP,49
18,25,3,HOP,59
18,30,3,HOP,61
18,35,3,HOP,71
18,40,3,HOP,73
18,45,3,HOP,75
18,50,3,HOP,76
18,55,3,HOP,77
18,60,3,HOP,79
18,65,3,HOP,81
18,70,3,HOP,84
18,75,3,HOP,84
18,80,3,HOP,82
18,85,3,HOP,84
18,90,3,HOP,87
18,95,3,HOP,92
18,100,3,HOP,90
18,5,4,HOP,17
18,10,4,HOP,31
18,15,4,HOP,44
18,20,4,HOP,51
18,25,4,HOP,63
18,30,4,HOP,63
18,35,4,HOP,67
18,40,4,HOP,69
18,45,4,HOP,71
18,50,4,HOP,72
18,55,4,HOP,73
18,60,4,HOP,75
18,65,4,HOP,76
18,70,4,HOP,80
18,75,4,HOP,80
18,80,4,HOP,79
18,85,4,HOP,82
18,90,4,HOP,82
18,95,4,HOP,82
18,100,4,HOP,84
18,5,5,HOP,9
18,10,5,HOP,32
18,15,5,HOP,40
18,20,5,HOP,49
18,25,5,HOP,63
18,30,5,HOP,67
18,35,5,HOP,70
18,40,5,HOP,74
18,45,5,HOP,75
18,50,5,HOP,78
18,55,5,HOP,79
18,60,5,HOP,82
18,65,5,HOP,85
18,70,5,HOP,89
18,75,5,HOP,87
18,80,5,HOP,85
18,85,5,HOP,86
18,90,5,HOP,89
18,95,5,HOP,88
18,100,5,HOP,89
18,5,6,HOP,11
18,10,6,HOP,22
18,15,6,HOP,37
18,20,6,HOP,49
18,25,6,HOP,59
18,30,6,HOP,61
18,35,6,HOP,66
18,40,6,HOP,68
18,45,6,HOP,70
18,50,6,HOP,71
18,55,6,HOP,72
18,60,6,HOP,76
18,65,6,HOP,78
18,70,6,HOP,81
18,75,6,HOP,84
18,80,6,HOP,86
18,85,6,HOP,88
18,90,6,HOP,90
18,95,6,HOP,90
18,100,6,HOP,90
18,5,7,HOP,13
18,10,7,HOP,38
18,15,7,HOP,47
18,20,7,HOP,53
18,25,7,HOP,56
18,30,7,HOP,67
18,35,7,HOP,72
18,40,7,HOP,75
18,45,7,HOP,78
18,50,7,HOP,78
18,55,7,HOP,79
18,60,7,HOP,82
18,65,7,HOP,82
18,70,7,HOP,87
18,75,7,HOP,87
18,80,7,HOP,87
18,85,7,HOP,89
18,90,7,HOP,90
18,95,7,HOP,90
18,100,7,HOP,90
18,5,8,HOP,12
18,10,8,HOP,24
18,15,8,HOP,33
18,20,8,HOP,47
18,25,8,HOP,55
18,30,8,HOP,58
18,35,8,HOP,71
18,40,8,HOP,75
18,45,8,HOP,77
18,50,8,HOP,77
18,55,8,HOP,80
18,60,8,HOP,82
18,65,8,HOP,85
18,70,8,HOP,86
18,75,8,HOP,86
18,80,8,HOP,85
18,85,8,HOP,88
18,90,8,HOP,87
18,95,8,HOP,87
18,100,8,HOP,89
18,5,9,HOP,22
18,10,9,HOP,38
18,15,9,HOP,48
18,20,9,HOP,52
18,25,9,HOP,62
18,30,9,HOP,65
18,35,9,HOP,73
18,40,9,HOP,76
18,45,9,HOP,77
18,50,9,HOP,80
18,55,9,HOP,81
18,60,9,HOP,82
18,65,9,HOP,84
18,70,9,HOP,85
18,75,9,HOP,86
18,80,9,HOP,86
18,85,9,HOP,88
18,90,9,HOP,87
18,95,9,HOP,87
18,100,9,HOP,88
18,5,10,HOP,15
18,10,10,HOP,27
18,15,10,HOP,39
18,20,10,HOP,48
18,25,10,HOP,52
18,30,10,HOP,54
18,35,10,HOP,59
18,40,10,HOP,67
18,45,10,HOP,72
18,50,10,HOP,73
18,55,10,HOP,76
18,60,10,HOP,80
18,65,10,HOP,81
18,70,10,HOP,84
18,75,10,HOP,84
18,80,10,HOP,85
18,85,10,HOP,85
18,90,10,HOP,87
18,95,10,HOP,89
18,100,10,HOP,88
19,5,1,RF,66
19,10,1,RF,100
19,15,1,RF,108
19,20,1,RF,120
19,25,1,RF,124
19,30,1,RF,136
19,35,1,RF,142
19,40,1,RF,146
19,45,1,RF,148
19,50,1,RF,150
19,55,1,RF,154
19,60,1,RF,162
19,65,1,RF,168
19,70,1,RF,168
19,75,1,RF,174
19,80,1,RF,172
19,85,1,RF,176
19,90,1,RF,180
19,95,1,RF,184
19,100,1,RF,184
19,5,1,HOP,16
19,10,1,HOP,27
19,15,1,HOP,29
19,20,1,HOP,36
19,25,1,HOP,48
19,30,1,HOP,54
19,35,1,HOP,59
19,40,1,HOP,61
19,45,1,HOP,65
19,50,1,HOP,67
19,55,1,HOP,69
19,60,1,HOP,74
19,65,1,HOP,77
19,70,1,HOP,77
19,75,1,HOP,79
19,80,1,HOP,78
19,85,1,HOP,80
19,90,1,HOP,80
19,95,1,HOP,83
19,100,1,HOP,82
19,5,2,HOP,7
19,10,2,HOP,20
19,15,2,HOP,29
19,20,2,HOP,34
19,25,2,HOP,49
19,30,2,HOP,54
19,35,2,HOP,57
19,40,2,HOP,61
19,45,2,HOP,65
19,50,2,HOP,66
19,55,2,HOP,69
19,60,2,HOP,73
19,65,2,HOP,77
19,70,2,HOP,77
19,75,2,HOP,78
19,80,2,HOP,77
19,85,2,HOP,80
19,90,2,HOP,80
19,95,2,HOP,82
19,100,2,HOP,80
19,5,3,HOP,10
19,10,3,HOP,22
19,15,3,HOP,28
19,20,3,HOP,42
19,25,3,HOP,53
19,30,3,HOP,54
19,35,3,HOP,58
19,40,3,HOP,61
19,45,3,HOP,65
19,50,3,HOP,68
19,55,3,HOP,70
19,60,3,HOP,75
19,65,3,HOP,78
19,70,3,HOP,80
19,75,3,HOP,83
19,80,3,HOP,82
19,85,3,HOP,83
19,90,3,HOP,83
19,95,3,HOP,86
19,100,3,HOP,87
19,5,4,HOP,15
19,10,4,HOP,24
19,15,4,HOP,33
19,20,4,HOP,43
19,25,4,HOP,47
19,30,4,HOP,52
19,35,4,HOP,54
19,40,4,HOP,61
19,45,4,HOP,62
19,50,4,HOP,64
19,55,4,HOP,67
19,60,4,HOP,70
19,65,4,HOP,71
19,70,4,HOP,74
19,75,4,HOP,77
19,80,4,HOP,76
19,85,4,HOP,79
19,90,4,HOP,80
19,95,4,HOP,82
19,100,4,HOP,83
19,5,5,HOP,7
19,10,5,HOP,17
19,15,5,HOP,32
19,20,5,HOP,40
19,25,5,HOP,46
19,30,5,HOP,54
19,35,5,HOP,52
19,40,5,HOP,59
19,45,5,HOP,62
19,50,5,HOP,63
19,55,5,HOP,65
19,60,5,HOP,67
19,65,5,HOP,73
19,70,5,HOP,75
19,75,5,HOP,78
19,80,5,HOP,80
19,85,5,HOP,82
19,90,5,HOP,82
19,95,5,HOP,87
19,100,5,HOP,88
19,5,6,HOP,14
19,10,6,HOP,25
19,15,6,HOP,34
19,20,6,HOP,41
19,25,6,HOP,54
19,30,6,HOP,60
19,35,6,HOP,62
19,40,6,HOP,66
19,45,6,HOP,68
19,50,6,HOP,69
19,55,6,HOP,72
19,60,6,HOP,74
19,65,6,HOP,79
19,70,6,HOP,79
19,75,6,HOP,81
19,80,6,HOP,80
19,85,6,HOP,82
19,90,6,HOP,82
19,95,6,HOP,82
19,100,6,HOP,81
19,5,7,HOP,15
19,10,7,HOP,32
19,15,7,HOP,35
19,20,7,HOP,45
19,25,7,HOP,48
19,30,7,HOP,53
19,35,7,HOP,59
19,40,7,HOP,67
19,45,7,HOP,68
19,50,7,HOP,69
19,55,7,HOP,73
19,60,7,HOP,72
19,65,7,HOP,74
19,70,7,HOP,75
19,75,7,HOP,77
19,80,7,HOP,77
19,85,7,HOP,80
19,90,7,HOP,79
19,95,7,HOP,80
19,100,7,HOP,78
19,5,8,HOP,8
19,10,8,HOP,24
19,15,8,HOP,31
19,20,8,HOP,39
19,25,8,HOP,48
19,30,8,HOP,56
19,35,8,HOP,56
19,40,8,HOP,59
19,45,8,HOP,64
19,50,8,HOP,68
19,55,8,HOP,70
19,60,8,HOP,72
19,65,8,HOP,76
19,70,8,HOP,77
19,75,8,HOP,79
19,80,8,HOP,77
19,85,8,HOP,80
19,90,8,HOP,81
19,95,8,HOP,85
19,100,8,HOP,84
19,5,9,HOP,13
19,10,9,HOP,26
19,15,9,HOP,35
19,20,9,HOP,41
19,25,9,HOP,49
19,30,9,HOP,54
19,35,9,HOP,59
19,40,9,HOP,65
19,45,9,HOP,66
19,50,9,HOP,68
19,55,9,HOP,70
19,60,9,HOP,71
19,65,9,HOP,75
19,70,9,HOP,76
19,75,9,HOP,78
19,80,9,HOP,77
19,85,9,HOP,80
19,90,9,HOP,84
19,95,9,HOP,84
19,100,9,HOP,82
19,5,10,HOP,11
19,10,10,HOP,21
19,15,10,HOP,27
19,20,10,HOP,35
19,25,10,HOP,42
19,30,10,HOP,50
19,35,10,HOP,57
19,40,10,HOP,62
19,45,10,HOP,63
19,50,10,HOP,66
19,55,10,HOP,70
19,60,10,HOP,73
19,65,10,HOP,76
19,70,10,HOP,79
19,75,10,HOP,82
19,80,10,HOP,81
19,85,10,HOP,83
19,90,10,HOP,85
19,95,10,HOP,86
19,100,10,HOP,83
20,5,1,RF,62
20,10,1,RF,84
20,15,1,RF,108
20,20,1,RF,118
20,25,1,RF,128
20,30,1,RF,136
20,35,1,RF,140
20,40,1,RF,148
20,45,1,RF,156
20,50,1,RF,158
20,55,1,RF,162
20,60,1,RF,166
20,65,1,RF,166
20,70,1,RF,172
20,75,1,RF,176
20,80,1,RF,182
20,85,1,RF,186
20,90,1,RF,186
20,95,1,RF,186
20,100,1,RF,188
20,5,1,HOP,10
20,10,1,HOP,19
20,15,1,HOP,35
20,20,1,HOP,39
20,25,1,HOP,46
20,30,1,HOP,53
20,35,1,HOP,59
20,40,1,HOP,62
20,45,1,HOP,63
20,50,1,HOP,64
20,55,1,HOP,65
20,60,1,HOP,67
20,65,1,HOP,67
20,70,1,HOP,71
20,75,1,HOP,73
20,80,1,HOP,77
20,85,1,HOP,83
20,90,1,HOP,84
20,95,1,HOP,85
20,100,1,HOP,86
20,5,2,HOP,26
20,10,2,HOP,33
20,15,2,HOP,38
20,20,2,HOP,44
20,25,2,HOP,51
20,30,2,HOP,53
20,35,2,HOP,55
20,40,2,HOP,62
20,45,2,HOP,63
20,50,2,HOP,66
20,55,2,HOP,70
20,60,2,HOP,73
20,65,2,HOP,72
20,70,2,HOP,79
20,75,2,HOP,82
20,80,2,HOP,85
20,85,2,HOP,87
20,90,2,HOP,88
20,95,2,HOP,88
20,100,2,HOP,89
20,5,3,HOP,20
20,10,3,HOP,32
20,15,3,HOP,39
20,20,3,HOP,48
20,25,3,HOP,55
20,30,3,HOP,59
20,35,3,HOP,60
20,40,3,HOP,63
20,45,3,HOP,69
20,50,3,HOP,70
20,55,3,HOP,71
20,60,3,HOP,74
20,65,3,HOP,74
20,70,3,HOP,78
20,75,3,HOP,79
20,80,3,HOP,85
20,85,3,HOP,88
20,90,3,HOP,88
20,95,3,HOP,86
20,100,3,HOP,87
20,5,4,HOP,25
20,10,4,HOP,33
20,15,4,HOP,45
20,20,4,HOP,48
20,25,4,HOP,54
20,30,4,HOP,57
20,35,4,HOP,61
20,40,4,HOP,64
20,45,4,HOP,66
20,50,4,HOP,67
20,55,4,HOP,72
20,60,4,HOP,75
20,65,4,HOP,74
20,70,4,HOP,76
20,75,4,HOP,77
20,80,4,HOP,82
20,85,4,HOP,86
20,90,4,HOP,85
20,95,4,HOP,88
20,100,4,HOP,89
20,5,5,HOP,11
20,10,5,HOP,25
20,15,5,HOP,39
20,20,5,HOP,46
20,25,5,HOP,53
20,30,5,HOP,57
20,35,5,HOP,59
20,40,5,HOP,63
20,45,5,HOP,66
20,50,5,HOP,74
20,55,5,HOP,76
20,60,5,HOP,76
20,65,5,HOP,72
20,70,5,HOP,77
20,75,5,HOP,78
20,80,5,HOP,83
20,85,5,HOP,84
20,90,5,HOP,85
20,95,5,HOP,86
20,100,5,HOP,87
20,5,6,HOP,19
20,10,6,HOP,26
20,15,6,HOP,37
20,20,6,HOP,41
20,25,6,HOP,47
20,30,6,HOP,56
20,35,6,HOP,60
20,40,6,HOP,66
20,45,6,HOP,68
20,50,6,HOP,65
20,55,6,HOP,69
20,60,6,HOP,73
20,65,6,HOP,74
20,70,6,HOP,77
20,75,6,HOP,80
20,80,6,HOP,83
20,85,6,HOP,85
20,90,6,HOP,88
20,95,6,HOP,89
20,100,6,HOP,88
20,5,7,HOP,16
20,10,7,HOP,26
20,15,7,HOP,37
20,20,7,HOP,40
20,25,7,HOP,43
20,30,7,HOP,49
20,35,7,HOP,49
20,40,7,HOP,57
20,45,7,HOP,62
20,50,7,HOP,69
20,55,7,HOP,72
20,60,7,HOP,75
20,65,7,HOP,73
20,70,7,HOP,74
20,75,7,HOP,77
20,80,7,HOP,81
20,85,7,HOP,83
20,90,7,HOP,82
20,95,7,HOP,87
20,100,7,HOP,88
20,5,8,HOP,22
20,10,8,HOP,30
20,15,8,HOP,41
20,20,8,HOP,43
20,25,8,HOP,48
20,30,8,HOP,55
20,35,8,HOP,53
20,40,8,HOP,61
20,45,8,HOP,64
20,50,8,HOP,65
20,55,8,HOP,69
20,60,8,HOP,75
20,65,8,HOP,74
20,70,8,HOP,78
20,75,8,HOP,82
20,80,8,HOP,84
20,85,8,HOP,87
20,90,8,HOP,87
20,95,8,HOP,87
20,100,8,HOP,88
20,5,9,HOP,17
20,10,9,HOP,28
20,15,9,HOP,33
20,20,9,HOP,44
20,25,9,HOP,49
20,30,9,HOP,54
20,35,9,HOP,54
20,40,9,HOP,61
20,45,9,HOP,66
20,50,9,HOP,68
20,55,9,HOP,73
20,60,9,HOP,75
20,65,9,HOP,73
20,70,9,HOP,77
20,75,9,HOP,78
20,80,9,HOP,86
20,85,9,HOP,87
20,90,9,HOP,86
20,95,9,HOP,87
20,100,9,HOP,87
20,5,10,HOP,9
20,10,10,HOP,19
20,15,10,HOP,35
20,20,10,HOP,38
20,25,10,HOP,45
20,30,10,HOP,44
20,35,10,HOP,49
20,40,10,HOP,56
20,45,10,HOP,61
20,50,10,HOP,62
20,55,10,HOP,67
20,60,10,HOP,68
20,65,10,HOP,70
20,70,10,HOP,74
20,75,10,HOP,77
20,80,10,HOP,81
20,85,10,HOP,86
20,90,10,HOP,86
20,95,10,HOP,88
20,100,10,HOP,89
21,5,1,RF,66
21,10,1,RF,94
21,15,1,RF,114
21,20,1,RF,120
21,25,1,RF,130
21,30,1,RF,142
21,35,1,RF,148
21,40,1,RF,150
21,45,1,RF,158
21,50,1,RF,164
21,55,1,RF,172
21,60,1,RF,172
21,65,1,RF,174
21,70,1,RF,174
21,75,1,RF,174
21,80,1,RF,176
21,85,1,RF,184
21,90,1,RF,184
21,95,1,RF,184
21,100,1,RF,186
21,5,1,HOP,17
21,10,1,HOP,33
21,15,1,HOP,37
21,20,1,HOP,44
21,25,1,HOP,48
21,30,1,HOP,57
21,35,1,HOP,63
21,40,1,HOP,63
21,45,1,HOP,65
21,50,1,HOP,73
21,55,1,HOP,76
21,60,1,HOP,78
21,65,1,HOP,77
21,70,1,HOP,77
21,75,1,HOP,77
21,80,1,HOP,78
21,85,1,HOP,81
21,90,1,HOP,80
21,95,1,HOP,82
21,100,1,HOP,84
21,5,2,HOP,17
21,10,2,HOP,23
21,15,2,HOP,37
21,20,2,HOP,43
21,25,2,HOP,58
21,30,2,HOP,58
21,35,2,HOP,64
21,40,2,HOP,65
21,45,2,HOP,71
21,50,2,HOP,76
21,55,2,HOP,76
21,60,2,HOP,75
21,65,2,HOP,80
21,70,2,HOP,83
21,75,2,HOP,83
21,80,2,HOP,83
21,85,2,HOP,88
21,90,2,HOP,87
21,95,2,HOP,88
21,100,2,HOP,89
21,5,3,HOP,20
21,10,3,HOP,33
21,15,3,HOP,41
21,20,3,HOP,45
21,25,3,HOP,49
21,30,3,HOP,56
21,35,3,HOP,58
21,40,3,HOP,57
21,45,3,HOP,64
21,50,3,HOP,72
21,55,3,HOP,75
21,60,3,HOP,76
21,65,3,HOP,78
21,70,3,HOP,77
21,75,3,HOP,78
21,80,3,HOP,82
21,85,3,HOP,85
21,90,3,HOP,85
21,95,3,HOP,85
21,100,3,HOP,86
21,5,4,HOP,23
21,10,4,HOP,32
21,15,4,HOP,34
21,20,4,HOP,44
21,25,4,HOP,52
21,30,4,HOP,54
21,35,4,HOP,61
21,40,4,HOP,64
21,45,4,HOP,67
21,50,4,HOP,72
21,55,4,HOP,74
21,60,4,HOP,73
21,65,4,HOP,75
21,70,4,HOP,78
21,75,4,HOP,78
21,80,4,HOP,79
21,85,4,HOP,83
21,90,4,HOP,83
21,95,4,HOP,84
21,100,4,HOP,84
21,5,5,HOP,15
21,10,5,HOP,27
21,15,5,HOP,32
21,20,5,HOP,40
21,25,5,HOP,50
21,30,5,HOP,57
21,35,5,HOP,61
21,40,5,HOP,61
21,45,5,HOP,63
21,50,5,HOP,71
21,55,5,HOP,74
21,60,5,HOP,79
21,65,5,HOP,81
21,70,5,HOP,83
21,75,5,HOP,85
21,80,5,HOP,86
21,85,5,HOP,91
21,90,5,HOP,91
21,95,5,HOP,88
21,100,5,HOP,88
21,5,6,HOP,8
21,10,6,HOP,24
21,15,6,HOP,30
21,20,6,HOP,38
21,25,6,HOP,43
21,30,6,HOP,54
21,35,6,HOP,59
21,40,6,HOP,57
21,45,6,HOP,65
21,50,6,HOP,70
21,55,6,HOP,75
21,60,6,HOP,75
21,65,6,HOP,78
21,70,6,HOP,78
21,75,6,HOP,81
21,80,6,HOP,83
21,85,6,HOP,86
21,90,6,HOP,86
21,95,6,HOP,86
21,100,6,HOP,85
21,5,7,HOP,19
21,10,7,HOP,32
21,15,7,HOP,34
21,20,7,HOP,45
21,25,7,HOP,49
21,30,7,HOP,55
21,35,7,HOP,60
21,40,7,HOP,61
21,45,7,HOP,62
21,50,7,HOP,68
21,55,7,HOP,72
21,60,7,HOP,69
21,65,7,HOP,69
21,70,7,HOP,75
21,75,7,HOP,75
21,80,7,HOP,78
21,85,7,HOP,80
21,90,7,HOP,80
21,95,7,HOP,81
21,100,7,HOP,87
21,5,8,HOP,17
21,10,8,HOP,32
21,15,8,HOP,36
21,20,8,HOP,44
21,25,8,HOP,47
21,30,8,HOP,55
21,35,8,HOP,62
21,40,8,HOP,64
21,45,8,HOP,66
21,50,8,HOP,70
21,55,8,HOP,77
21,60,8,HOP,79
21,65,8,HOP,81
21,70,8,HOP,83
21,75,8,HOP,83
21,80,8,HOP,85
21,85,8,HOP,88
21,90,8,HOP,88
21,95,8,HOP,87
21,100,8,HOP,87
21,5,9,HOP,21
21,10,9,HOP,32
21,15,9,HOP,38
21,20,9,HOP,44
21,25,9,HOP,50
21,30,9,HOP,56
21,35,9,HOP,61
21,40,9,HOP,60
21,45,9,HOP,69
21,50,9,HOP,75
21,55,9,HOP,77
21,60,9,HOP,76
21,65,9,HOP,77
21,70,9,HOP,79
21,75,9,HOP,80
21,80,9,HOP,84
21,85,9,HOP,88
21,90,9,HOP,88
21,95,9,HOP,88
21,100,9,HOP,88
21,5,10,HOP,20
21,10,10,HOP,34
21,15,10,HOP,41
21,20,10,HOP,48
21,25,10,HOP,54
21,30,10,HOP,57
21,35,10,HOP,63
21,40,10,HOP,64
21,45,10,HOP,67
21,50,10,HOP,75
21,55,10,HOP,77
21,60,10,HOP,77
21,65,10,HOP,75
21,70,10,HOP,78
21,75,10,HOP,77
21,80,10,HOP,78
21,85,10,HOP,81
21,90,10,HOP,82
21,95,10,HOP,81
21,100,10,HOP,83
22,5,1,RF,62
22,10,1,RF,94
22,15,1,RF,108
22,20,1,RF,120
22,25,1,RF,138
22,30,1,RF,150
22,35,1,RF,160
22,40,1,RF,164
22,45,1,RF,168
22,50,1,RF,174
22,55,1,RF,180
22,60,1,RF,180
22,65,1,RF,182
22,70,1,RF,184
22,75,1,RF,184
22,80,1,RF,184
22,85,1,RF,184
22,90,1,RF,184
22,95,1,RF,184
22,100,1,RF,184
22,5,1,HOP,11
22,10,1,HOP,18
22,15,1,HOP,31
22,20,1,HOP,46
22,25,1,HOP,57
22,30,1,HOP,67
22,35,1,HOP,71
22,40,1,HOP,74
22,45,1,HOP,76
22,50,1,HOP,79
22,55,1,HOP,80
22,60,1,HOP,80
22,65,1,HOP,81
22,70,1,HOP,83
22,75,1,HOP,84
22,80,1,HOP,83
22,85,1,HOP,84
22,90,1,HOP,84
22,95,1,HOP,84
22,100,1,HOP,85
22,5,2,HOP,13
22,10,2,HOP,26
22,15,2,HOP,37
22,20,2,HOP,43
22,25,2,HOP,57
22,30,2,HOP,60
22,35,2,HOP,63
22,40,2,HOP,71
22,45,2,HOP,74
22,50,2,HOP,78
22,55,2,HOP,78
22,60,2,HOP,79
22,65,2,HOP,79
22,70,2,HOP,81
22,75,2,HOP,83
22,80,2,HOP,83
22,85,2,HOP,85
22,90,2,HOP,83
22,95,2,HOP,84
22,100,2,HOP,90
22,5,3,HOP,18
22,10,3,HOP,30
22,15,3,HOP,46
22,20,3,HOP,51
22,25,3,HOP,60
22,30,3,HOP,66
22,35,3,HOP,71
